233828.21,7927785.83,23,K
233862.62,7927815.11,23,K
233872.27,7927804.17,23,K
233837.87,7927773.78,23,K
233862.53,7927746.44,23,K
233846.91,7927731.82,23,K
233822.24,7927760.27,23,K
233815.99,7927754.64,23,K
233805.25,7927767.78,23,K
233811.50,7927773.41,23,K
233801.83,7927785.45,23,K
233816.43,7927797.84,23,K
