233829.00,7927878.87,23,K
233840.48,7927887.89,23,K
233853.35,7927873.68,23,K
233841.90,7927862.44,23,K
233871.92,7927828.53,23,k
233862.55,7927819.54,23,k
233832.53,7927853.45,23,k
233800.21,7927825.30,23,k
233787.33,7927840.62,23,k
233819.65,7927868.77,23,k
233814.29,7927874.23,23,k
233824.70,7927884.35,23,k
